,id,participant,question,answer,type,created,tree
381,1252,238,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",2,ranking,2021-07-31 13:35:13,
382,1251,238,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-07-31 13:35:13,
383,1250,238,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-07-31 13:35:13,
384,1249,238,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-07-31 13:35:13,
385,1248,238,Weitere Anmerkungen zu dem Zielsystem?,Ich finde es super und es hat mir sehr für die innere Strukturierung geholfen! Das hatte ich am Anfang gar nicht erwartet. Und es kamen auch andere Aufgaben dabei raus als ich am Anfang erwartet hättet. Ich bin beeindruckt!,goalsystem_questions,2021-07-31 13:33:54,
386,1247,238,Was hat dir am wenigsten am Zielsystem gefallen?,"Ich konnte meine Notizen nicht mehr einsehen. Und es wäre cool, wenn man zusätzlich auch nodes zwischen bereits zwei existierende nodes einfügen könnte!",goalsystem_questions,2021-07-31 13:33:54,
387,1246,238,Was hat dir besonders an dem Zielsystem gefallen?,"Sehr verständlich und es hat mir enorm geholfen mich innerlich zu strukturieren. Ich habe die konkreten Aufgaben gar nicht mehr hingeschrieben, sondern konnte das System auch auf der Metaebene verwenden. Bei mir ist das Problem oft, dass ich an zu viele Aspekte oder Projekte gleichzeitig denke. Das System hat mir dabei geholfen auch einen mentalen Management Branch aufzumachen. Da konnte ich aber erst ganz am Ende darauf kommen, weil alles andere erst mal aus meinem Gedächtnis rausmusste (also auch die kleinen Schritte), damit ich überhaupt auf die Meta Ebene gehen kann. Dann erst habe ich erkannt was mich wahrscheinlich eigentlich hindert und wie ich das beheben kann - da habe ich dann auch die konkreten Aufgaben notiert. Ich finde es besonders toll, dass man das System auch jederzeit erweitern und anpassen kann!",goalsystem_questions,2021-07-31 13:33:54,
388,1245,237,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-07-31 10:00:47,
389,1244,237,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",3,ranking,2021-07-31 10:00:47,
390,1243,237,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-07-31 10:00:47,
391,1242,237,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",1,ranking,2021-07-31 10:00:47,
392,1241,237,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-07-31 09:59:51,
393,1240,237,Was hat dir am wenigsten am Zielsystem gefallen?,"Die Visualisierung vom Ablauf der Unterziele ist nicht deutlich, also welche Ziele zuerst erreicht werden müssen, um am nächsten Ziel zu arbeiten oder arbeiten zu können.",goalsystem_questions,2021-07-31 09:59:51,
394,1239,237,Was hat dir besonders an dem Zielsystem gefallen?,Der Umgang war sehr einfach und schnell verständlich.,goalsystem_questions,2021-07-31 09:59:51,
395,1238,234,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",2,ranking,2021-07-30 13:49:04,
396,1237,234,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-07-30 13:49:04,
397,1236,234,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",4,ranking,2021-07-30 13:49:04,
398,1235,234,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-07-30 13:49:04,
399,1234,234,Weitere Anmerkungen zu dem Zielsystem?,"Ich war mir manchmal unsicher wie man zeitliche Abfolgen darstellen sollte. Einerseits lädt das Design dazu ein, später stattfindende Events auf tiefere Ebenen zu legen anderseits sind es vielleicht nicht untergeordnete Ziele die auch höher in der Rangordnung stehen sollten.",goalsystem_questions,2021-07-30 13:48:13,
400,1233,234,Was hat dir am wenigsten am Zielsystem gefallen?,"Einmal wurde das Textfeld für die Unterziele nicht automatisch geleert als ich auf Hinzufügen geklickt habe. Erst beim zweiten Mal, aber dann wurde das Unterziel auch zweimal hinzugefügt. Sollte man das zu spät bemerken und zu einem der hinzugefügten Unterziele weitere Unterziele hinzufügen und später dann den Duplizierung Fehler bemerken, weiß man beim Löschen nicht ob man das richtige Unterziel löscht oder das, zu dem man schon weitere Unterziele hinzugefügt hat. Hoffe ihr versteht, was ich meine :D",goalsystem_questions,2021-07-30 13:48:13,
401,1232,234,Was hat dir besonders an dem Zielsystem gefallen?,Die übersichtliche Visualisierung.,goalsystem_questions,2021-07-30 13:48:13,
402,1231,233,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-07-30 13:09:16,
403,1230,233,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-07-30 13:09:16,
404,1229,233,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-07-30 13:09:16,
405,1228,233,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-07-30 13:09:16,
406,1227,233,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-07-30 13:08:29,
407,1226,233,Was hat dir am wenigsten am Zielsystem gefallen?,Die visuelle Darstellung der Zielhierarchie,goalsystem_questions,2021-07-30 13:08:29,
408,1225,233,Was hat dir besonders an dem Zielsystem gefallen?,Die Möglichkeit sehr schnell Einträge zu erstellen,goalsystem_questions,2021-07-30 13:08:29,
409,1224,231,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-07-29 13:30:07,
410,1223,231,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",3,ranking,2021-07-29 13:30:07,
411,1222,231,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-07-29 13:30:07,
412,1221,231,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",1,ranking,2021-07-29 13:30:07,
413,1220,231,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-07-29 13:29:48,
414,1219,231,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-07-29 13:29:48,
415,1218,231,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-07-29 13:29:48,
416,1217,230,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-07-29 11:50:01,
417,1216,230,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",4,ranking,2021-07-29 11:50:01,
418,1215,230,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-07-29 11:50:01,
419,1214,230,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-07-29 11:50:01,
420,1213,230,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-07-29 11:49:51,
421,1212,230,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-07-29 11:49:51,
422,1211,230,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-07-29 11:49:51,
423,1210,229,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-07-29 11:41:34,
424,1209,229,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-07-29 11:41:34,
425,1208,229,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-07-29 11:41:34,
426,1207,229,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-07-29 11:41:34,
427,1206,229,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-07-29 11:41:12,
428,1205,229,Was hat dir am wenigsten am Zielsystem gefallen?,4,goalsystem_questions,2021-07-29 11:41:12,
429,1204,229,Was hat dir besonders an dem Zielsystem gefallen?,g,goalsystem_questions,2021-07-29 11:41:12,
430,1203,228,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-07-29 11:36:51,
431,1202,228,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-07-29 11:36:51,
432,1201,228,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",4,ranking,2021-07-29 11:36:51,
433,1200,228,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-07-29 11:36:51,
434,1199,228,Weitere Anmerkungen zu dem Zielsystem?,dritte antwort,goalsystem_questions,2021-07-29 11:36:40,
435,1198,228,Was hat dir am wenigsten am Zielsystem gefallen?,zweite antwort,goalsystem_questions,2021-07-29 11:36:40,
436,1197,228,Was hat dir besonders an dem Zielsystem gefallen?,erste antwort,goalsystem_questions,2021-07-29 11:36:40,
437,1196,227,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-07-29 07:13:33,
438,1195,227,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",3,ranking,2021-07-29 07:13:33,
439,1194,227,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-07-29 07:13:33,
440,1193,227,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",1,ranking,2021-07-29 07:13:33,
441,1192,227,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-07-29 07:13:17,
442,1191,227,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-07-29 07:13:17,
443,1190,227,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-07-29 07:13:17,
444,1189,224,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-07-28 10:29:31,
445,1188,224,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-07-28 10:29:31,
446,1187,224,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-07-28 10:29:31,
447,1186,224,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",2,ranking,2021-07-28 10:29:31,
448,1185,224,Weitere Anmerkungen zu dem Zielsystem?,gf,goalsystem_questions,2021-07-28 10:29:10,
449,1184,224,Was hat dir am wenigsten am Zielsystem gefallen?,ggf,goalsystem_questions,2021-07-28 10:29:10,
450,1183,224,Was hat dir besonders an dem Zielsystem gefallen?,gtht,goalsystem_questions,2021-07-28 10:29:10,
455,1178,220,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-07-20 08:46:19,
456,1177,220,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-07-20 08:46:19,
457,1176,220,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-07-20 08:46:19,
458,1175,220,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-07-20 08:46:19,
459,1174,220,Weitere Anmerkungen zu dem Zielsystem?,Nein,goalsystem_questions,2021-07-20 08:45:33,
460,1173,220,Was hat dir am wenigsten am Zielsystem gefallen?,Nichts,goalsystem_questions,2021-07-20 08:45:33,
461,1172,220,Was hat dir besonders an dem Zielsystem gefallen?,Alles,goalsystem_questions,2021-07-20 08:45:33,
474,1159,215,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-07-19 08:53:30,
475,1158,215,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-07-19 08:53:30,
476,1157,215,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-07-19 08:53:30,
477,1156,215,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-07-19 08:53:30,
478,1155,215,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-07-19 08:53:10,
479,1154,215,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-07-19 08:53:10,
480,1153,215,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-07-19 08:53:10,
481,1152,214,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-07-19 08:14:45,
482,1151,214,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",3,ranking,2021-07-19 08:14:45,
483,1150,214,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-07-19 08:14:45,
484,1149,214,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",1,ranking,2021-07-19 08:14:45,
485,1148,214,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-07-19 08:14:04,
486,1147,214,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-07-19 08:14:04,
487,1146,214,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-07-19 08:14:04,
505,1128,208,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-07-15 15:14:40,
506,1127,208,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-07-15 15:14:40,
507,1126,208,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-07-15 15:14:40,
508,1125,208,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-07-15 15:14:40,
509,1124,208,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-07-15 15:14:02,
510,1123,208,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-07-15 15:14:02,
511,1122,208,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-07-15 15:14:02,
512,1121,205,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-07-15 14:49:46,
513,1120,205,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-07-15 14:49:46,
514,1119,205,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-07-15 14:49:46,
515,1118,205,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-07-15 14:49:46,
516,1117,205,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-07-15 14:49:20,
517,1116,205,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-07-15 14:49:20,
518,1115,205,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-07-15 14:49:20,
849,784,197,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-07-11 15:28:34,
850,783,197,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-07-11 15:28:34,
851,782,197,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-07-11 15:28:34,
852,781,197,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-07-11 15:28:34,
853,780,197,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-07-11 15:28:10,
854,779,197,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-07-11 15:28:10,
855,778,197,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-07-11 15:28:10,
856,777,196,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-07-09 21:08:58,
857,776,196,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",3,ranking,2021-07-09 21:08:58,
858,775,196,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-07-09 21:08:58,
